BAÞ;ÝÞARET;ORTA;YÜZÜK;SERÇE;X;Y
1856,000;1577,000;1325,000;0,000;136,000;2866,000;3031,000
1884,000;1664,000;1317,000;0,000;177,000;2845,000;3025,000
1912,000;1831,000;1317,000;0,000;324,000;2857,000;3004,000
2394,000;1754,000;1311,000;0,000;410,000;2850,000;2997,000
1719,000;2033,000;1470,000;240,000;740,000;2860,000;3039,000
1686,000;2019,000;1632,000;0,000;934,000;2653,000;3071,000
1701,000;2187,000;1775,000;1658,000;1044,000;2851,000;3042,000
1738,000;2121,000;1917,000;3062,000;1477,000;2853,000;3046,000
1989,000;2075,000;2285,000;3354,000;2365,000;3008,000;3027,000
1878,000;2030,000;2291,000;3290,000;2499,000;2863,000;3040,000
1891,000;2032,000;2303,000;3010,000;2497,000;2850,000;3231,000
1011,000;2149,000;2144,000;594,000;1944,000;2859,000;3025,000
1774,000;2277,000;2062,000;483,000;1925,000;2848,000;3056,000
2223,000;2088,000;2033,000;761,000;1917,000;2861,000;3013,000
1759,000;2129,000;2072,000;743,000;1911,000;2857,000;3189,000
1686,000;2132,000;2160,000;854,000;1866,000;2863,000;2973,000
1739,000;2097,000;2078,000;594,000;1892,000;2852,000;3045,000
1753,000;2092,000;2070,000;74,000;1887,000;2922,000;3047,000
1757,000;2102,000;2056,000;743,000;1868,000;2864,000;3024,000
1740,000;2095,000;2068,000;771,000;1870,000;2875,000;3040,000
1719,000;2085,000;2092,000;780,000;1881,000;2859,000;3035,000
1750,000;2086,000;1983,000;817,000;1866,000;2864,000;3041,000
1745,000;2076,000;2118,000;743,000;1820,000;2839,000;3045,000
1762,000;2080,000;2063,000;785,000;1860,000;2859,000;3053,000
1745,000;2046,000;2072,000;891,000;1858,000;2837,000;3021,000
1742,000;2049,000;2037,000;771,000;1852,000;2847,000;3045,000
1750,000;2038,000;2095,000;743,000;1630,000;2955,000;3031,000
1908,000;1782,000;1778,000;0,000;265,000;2873,000;3049,000
1897,000;1766,000;1775,000;0,000;251,000;2875,000;3024,000
1914,000;1768,000;1378,000;0,000;388,000;2866,000;3583,000
1891,000;1760,000;1775,000;0,000;315,000;2851,000;3029,000
1918,000;1752,000;1764,000;0,000;307,000;2858,000;2525,000
1846,000;1872,000;1774,000;0,000;1127,000;2832,000;3024,000
1914,000;2096,000;1970,000;1723,000;3987,000;2832,000;3024,000
1870,000;2131,000;2111,000;2174,000;3683,000;2861,000;3025,000
1875,000;2115,000;2216,000;2117,000;3641,000;2863,000;3041,000
1840,000;2147,000;2206,000;1979,000;3562,000;2910,000;3135,000
1825,000;2089,000;2093,000;594,000;2029,000;2832,000;3120,000
1821,000;2233,000;2030,000;297,000;1670,000;2864,000;3040,000
1728,000;2030,000;2352,000;0,000;1550,000;2858,000;2976,000
1810,000;1993,000;1935,000;149,000;1493,000;2826,000;3039,000
1806,000;2009,000;1929,000;149,000;1535,000;2829,000;3124,000
1784,000;2010,000;1929,000;223,000;1625,000;2851,000;3038,000
1804,000;2022,000;1501,000;297,000;1611,000;2855,000;2971,000
1798,000;2021,000;1928,000;297,000;1695,000;2839,000;3024,000
1826,000;2078,000;2082,000;2451,000;3562,000;2858,000;3050,000
1216,000;2086,000;2137,000;2225,000;3644,000;2864,000;3055,000
1848,000;2157,000;2190,000;2157,000;3572,000;2858,000;3024,000
1831,000;2145,000;2221,000;1913,000;3456,000;2851,000;3030,000
1819,000;2152,000;2057,000;594,000;2541,000;2837,000;3037,000
1822,000;2027,000;1962,000;0,000;1899,000;2853,000;3035,000
1812,000;1989,000;1910,000;0,000;1771,000;2823,000;3047,000
2060,000;2004,000;1935,000;149,000;1757,000;2811,000;3046,000
1806,000;2044,000;1898,000;1026,000;3234,000;2863,000;3038,000
1815,000;2150,000;2110,000;2022,000;3364,000;2855,000;3040,000
1755,000;2306,000;2250,000;2013,000;3241,000;2859,000;3039,000
1833,000;2356,000;2464,000;2036,000;3314,000;2863,000;3043,000
1842,000;2336,000;2373,000;2061,000;3305,000;2853,000;3033,000
1875,000;2266,000;2333,000;1429,000;3178,000;2862,000;3045,000
1774,000;2062,000;2065,000;0,000;2425,000;2832,000;3039,000
2172,000;1942,000;1941,000;149,000;2282,000;2846,000;3035,000
1759,000;1950,000;1925,000;149,000;2070,000;2880,000;3057,000
1753,000;1947,000;1870,000;0,000;2083,000;2875,000;3030,000
1937,000;1957,000;1870,000;0,000;1816,000;2863,000;3027,000
1950,000;1760,000;1652,000;0,000;522,000;2905,000;3046,000
1872,000;1754,000;1636,000;0,000;436,000;2047,000;3038,000
1859,000;1771,000;1602,000;0,000;440,000;2851,000;3040,000
1785,000;2196,000;1806,000;982,000;1949,000;2858,000;3038,000
1599,000;2249,000;2066,000;0,000;2672,000;2861,000;2800,000
1629,000;2203,000;2134,000;1086,000;2466,000;2851,000;3036,000
1701,000;2166,000;2121,000;1052,000;2503,000;2799,000;2992,000
1708,000;2123,000;2121,000;1004,000;2482,000;2851,000;3035,000
1685,000;2121,000;2111,000;988,000;2457,000;2800,000;3024,000
1736,000;2147,000;2324,000;2151,000;2471,000;2851,000;3038,000
1818,000;2164,000;2397,000;2951,000;2773,000;2864,000;3057,000
1842,000;2181,000;2447,000;2903,000;2793,000;2843,000;2713,000
1823,000;2111,000;2474,000;2818,000;2795,000;2863,000;3078,000
1927,000;2164,000;1538,000;2731,000;2837,000;2851,000;3024,000
1863,000;2148,000;2449,000;2836,000;2840,000;2849,000;3024,000
1761,000;2041,000;2206,000;446,000;2395,000;2851,000;3043,000
1753,000;1985,000;2097,000;149,000;2217,000;2850,000;3039,000
1753,000;1991,000;2200,000;446,000;2168,000;2849,000;3035,000
1745,000;1990,000;2095,000;594,000;2185,000;2884,000;3083,000
1743,000;1957,000;2052,000;1189,000;2164,000;2858,000;3038,000
1734,000;1924,000;2048,000;669,000;2171,000;2862,000;2939,000
1731,000;1969,000;2016,000;891,000;2217,000;2823,000;3027,000
1739,000;1951,000;2085,000;775,000;2217,000;2982,000;3031,000
1759,000;1958,000;2079,000;780,000;2313,000;2852,000;3037,000
1796,000;1979,000;2077,000;743,000;2076,000;2849,000;3035,000
1730,000;1953,000;2083,000;1820,000;2197,000;2853,000;3037,000
1736,000;1952,000;2063,000;706,000;2205,000;2859,000;3033,000
1974,000;1900,000;2038,000;613,000;2148,000;2855,000;3050,000
1704,000;1853,000;1999,000;669,000;2115,000;2861,000;3024,000
1732,000;1808,000;2032,000;594,000;2102,000;2864,000;3051,000
1713,000;1909,000;1983,000;706,000;2100,000;2847,000;3031,000
1716,000;1798,000;1973,000;594,000;2091,000;2843,000;3036,000
1687,000;1792,000;1974,000;669,000;2111,000;2835,000;3031,000
1594,000;1797,000;2223,000;631,000;2114,000;2885,000;3025,000
1724,000;1820,000;1973,000;483,000;2059,000;2901,000;3031,000
1004,000;2211,000;3007,000;1265,000;2372,000;2857,000;3036,000
1777,000;2309,000;3407,000;1357,000;2519,000;2857,000;3009,000
1731,000;2306,000;3242,000;1142,000;2532,000;2912,000;3047,000
1673,000;2144,000;2511,000;966,000;2247,000;2863,000;2800,000
1693,000;1993,000;2260,000;743,000;2286,000;2848,000;3057,000
2072,000;1957,000;2191,000;743,000;2297,000;2851,000;3041,000
1689,000;1943,000;2079,000;669,000;2253,000;2831,000;3042,000
1649,000;1911,000;1967,000;594,000;2207,000;2854,000;3039,000
1698,000;2818,000;2298,000;1713,000;2549,000;2850,000;3039,000
1939,000;3728,000;3085,000;2448,000;3049,000;2855,000;3039,000
2098,000;3803,000;3209,000;2615,000;3327,000;2815,000;3049,000
2115,000;3670,000;2896,000;2655,000;3360,000;2858,000;3025,000
2259,000;3720,000;3168,000;2569,000;3352,000;2842,000;3034,000
2421,000;3730,000;3170,000;2646,000;3396,000;2817,000;3033,000
2556,000;3725,000;3130,000;2652,000;3434,000;2860,000;3038,000
3177,000;3694,000;3181,000;2668,000;3472,000;2857,000;3020,000
2619,000;3621,000;3200,000;2015,000;3601,000;2828,000;3027,000
2867,000;3589,000;3200,000;2613,000;3726,000;2861,000;2831,000
2981,000;3549,000;3374,000;2710,000;3726,000;2861,000;3061,000
2370,000;3725,000;3154,000;2681,000;3572,000;2937,000;3039,000
3022,000;3550,000;3247,000;2677,000;3696,000;2894,000;3029,000
2997,000;3489,000;3138,000;2657,000;3678,000;2857,000;3050,000
2994,000;3409,000;3139,000;2653,000;3672,000;2855,000;3055,000
2963,000;3502,000;3128,000;2636,000;3712,000;2867,000;2993,000
2848,000;3489,000;3109,000;2594,000;3618,000;2861,000;3018,000
2107,000;3428,000;3044,000;2292,000;3618,000;2777,000;2664,000
1520,000;1793,000;2069,000;334,000;2795,000;2834,000;3056,000
1201,000;1559,000;1848,000;0,000;2354,000;2855,000;3037,000
1151,000;1425,000;900,000;0,000;2086,000;2859,000;3037,000
1331,000;1662,000;1636,000;0,000;2112,000;2858,000;3035,000
1974,000;2046,000;1941,000;1114,000;2429,000;2854,000;3050,000
2126,000;2254,000;2153,000;1003,000;2662,000;2748,000;3018,000
1890,000;2507,000;2229,000;1091,000;2692,000;2907,000;3034,000
1405,000;2792,000;2273,000;1148,000;2737,000;2863,000;3026,000
1117,000;2818,000;2209,000;1204,000;2797,000;2857,000;2869,000
609,000;2865,000;2222,000;1272,000;2787,000;2850,000;2910,000
435,000;2905,000;2392,000;1244,000;2794,000;2849,000;3034,000
1152,000;2961,000;2415,000;1207,000;2819,000;3280,000;3029,000
1629,000;2659,000;2433,000;1262,000;2795,000;2637,000;3028,000
1562,000;2600,000;2431,000;1223,000;2786,000;2859,000;3039,000
1327,000;2624,000;2376,000;1203,000;2751,000;2779,000;3042,000
1425,000;2604,000;2392,000;1214,000;2730,000;2854,000;3036,000
1490,000;2608,000;2349,000;1286,000;2736,000;2858,000;3040,000
1528,000;2560,000;2404,000;1287,000;2736,000;2834,000;3024,000
1630,000;2530,000;2393,000;1315,000;2751,000;2810,000;3136,000
1617,000;2541,000;2415,000;0,000;2749,000;2864,000;3045,000
1562,000;2778,000;2415,000;1293,000;2747,000;2838,000;2987,000
1564,000;2529,000;2336,000;1299,000;2727,000;2838,000;3007,000
1287,000;2428,000;2386,000;1220,000;2729,000;2849,000;3041,000
1603,000;2360,000;2366,000;0,000;2705,000;2850,000;3041,000
1546,000;2381,000;2362,000;1273,000;2698,000;2853,000;3033,000
1610,000;2372,000;2357,000;1481,000;2694,000;2857,000;3050,000
1694,000;2356,000;2366,000;1237,000;2692,000;2851,000;3056,000
1644,000;2376,000;2361,000;1235,000;2662,000;2851,000;3065,000
1633,000;2366,000;2364,000;1588,000;2677,000;2857,000;3037,000
BAÞ;ÝÞARET;ORTA;YÜZÜK;SERÇE;X;Y
1486,000;2415,000;2429,000;778,000;2809,000;3116,000;2801,000
1673,000;2424,000;2421,000;1250,000;2834,000;2864,000;3169,000
1671,000;2430,000;2406,000;1254,000;2826,000;2864,000;2788,000
1658,000;2420,000;2415,000;1250,000;2805,000;2870,000;2765,000
1603,000;2080,000;2148,000;975,000;2759,000;2864,000;2800,000
1432,000;1879,000;1969,000;594,000;2421,000;2863,000;2805,000
1129,000;1568,000;1698,000;0,000;2212,000;2865,000;2800,000
1077,000;1410,000;1519,000;0,000;2087,000;2859,000;2800,000
997,000;1347,000;1539,000;0,000;2019,000;2864,000;2802,000
1151,000;1141,000;1229,000;0,000;1547,000;2849,000;2804,000
1391,000;1094,000;1193,000;0,000;992,000;2914,000;2704,000
1281,000;1215,000;1135,000;0,000;828,000;2859,000;2800,000
1564,000;2970,000;2714,000;1525,000;1853,000;2819,000;2807,000
1963,000;3661,000;3207,000;2506,000;3463,000;2846,000;2813,000
2300,000;3860,000;3192,000;2687,000;3679,000;2867,000;2794,000
2475,000;3850,000;3184,000;2696,000;3679,000;2859,000;2800,000
1793,000;3294,000;2941,000;1885,000;3288,000;2863,000;2809,000
1511,000;1682,000;1679,000;0,000;2528,000;2507,000;2724,000
1523,000;1514,000;1425,000;594,000;2299,000;2851,000;2803,000
1522,000;1506,000;1370,000;0,000;2318,000;2853,000;2812,000
1541,000;1455,000;1396,000;0,000;2249,000;2859,000;2839,000
1537,000;1311,000;1398,000;0,000;2229,000;2870,000;2800,000
1527,000;1329,000;1470,000;0,000;2193,000;2866,000;2800,000
1348,000;1283,000;1482,000;0,000;2211,000;2815,000;2800,000
1511,000;1313,000;1583,000;0,000;2197,000;2846,000;2800,000
1511,000;1469,000;1636,000;0,000;2214,000;2861,000;2796,000
1651,000;2197,000;3343,000;1414,000;2410,000;2881,000;2879,000
1788,000;2393,000;3023,000;1502,000;2267,000;3029,000;2800,000
1833,000;2410,000;3351,000;1596,000;2429,000;2864,000;2815,000
1803,000;2424,000;3431,000;1580,000;2420,000;2864,000;2803,000
1772,000;2269,000;3282,000;1649,000;2395,000;2881,000;2800,000
2212,000;1745,000;1752,000;0,000;2051,000;2864,000;2821,000
1541,000;1448,000;1492,000;0,000;1912,000;2879,000;2822,000
1530,000;1389,000;1407,000;0,000;1898,000;2866,000;2817,000
1588,000;1407,000;1405,000;0,000;1924,000;2864,000;2799,000
1587,000;1422,000;1396,000;0,000;1865,000;2918,000;2767,000
1552,000;1448,000;1468,000;0,000;1853,000;2867,000;2783,000
1648,000;1852,000;2680,000;297,000;1905,000;2829,000;2753,000
1831,000;2202,000;3383,000;186,000;2062,000;2864,000;2824,000
2087,000;2378,000;3267,000;1263,000;2064,000;2867,000;2779,000
1550,000;1922,000;1840,000;297,000;1898,000;2853,000;2768,000
1562,000;1863,000;2013,000;149,000;1884,000;2875,000;2797,000
1560,000;1878,000;1152,000;594,000;1891,000;2874,000;2785,000
1561,000;1853,000;1715,000;297,000;1881,000;2811,000;2800,000
1641,000;860,000;1308,000;0,000;1781,000;2865,000;2816,000
1675,000;718,000;1167,000;0,000;1679,000;2868,000;2810,000
1711,000;941,000;1112,000;0,000;1602,000;2722,000;2801,000
772,000;1013,000;1128,000;0,000;1574,000;2878,000;2782,000
2322,000;983,000;1122,000;0,000;1507,000;2896,000;2797,000
1878,000;1010,000;1122,000;0,000;1539,000;2865,000;2807,000
1840,000;1126,000;1136,000;0,000;1458,000;2866,000;2803,000
1913,000;1295,000;1196,000;0,000;1391,000;2865,000;2803,000
1903,000;1315,000;1070,000;0,000;1300,000;2864,000;2797,000
1918,000;1343,000;1088,000;0,000;1192,000;2833,000;2806,000
1912,000;1394,000;1088,000;0,000;875,000;2886,000;2799,000
1890,000;1394,000;1056,000;0,000;916,000;2864,000;2806,000
1833,000;1407,000;1072,000;0,000;970,000;2871,000;2801,000
1649,000;1445,000;1349,000;0,000;1371,000;2865,000;2802,000
1485,000;1603,000;1327,000;0,000;1695,000;2811,000;2800,000
1454,000;1639,000;1884,000;0,000;2004,000;2864,000;2810,000
1435,000;1754,000;1357,000;0,000;1763,000;2798,000;2758,000
1435,000;1788,000;923,000;0,000;1794,000;2857,000;2827,000
1364,000;1710,000;640,000;594,000;1748,000;2047,000;2553,000
58,000;1765,000;256,000;0,000;1675,000;2832,000;2803,000
1283,000;1824,000;128,000;297,000;1617,000;2862,000;2825,000
1353,000;1823,000;384,000;520,000;1595,000;2864,000;2822,000
1402,000;1631,000;384,000;594,000;1561,000;2853,000;2835,000
1421,000;1750,000;256,000;149,000;1535,000;2870,000;2798,000
1412,000;1749,000;384,000;0,000;1320,000;2864,000;2913,000
1520,000;1816,000;800,000;0,000;1756,000;2864,000;2813,000
1601,000;2063,000;1312,000;149,000;2038,000;2879,000;2800,000
1564,000;2110,000;1364,000;0,000;2119,000;2864,000;2826,000
1586,000;2142,000;1461,000;1189,000;2196,000;2927,000;2829,000
1591,000;2154,000;1437,000;0,000;2258,000;2864,000;2802,000
1602,000;2104,000;1501,000;669,000;2297,000;2864,000;2819,000
1516,000;2084,000;1508,000;631,000;2130,000;2866,000;2800,000
1586,000;2095,000;1668,000;669,000;2318,000;2870,000;2784,000
1595,000;2118,000;2447,000;771,000;2314,000;2866,000;2795,000
1594,000;2358,000;2798,000;1538,000;2484,000;2873,000;2808,000
1580,000;2721,000;3455,000;1356,000;2509,000;2801,000;2791,000
1700,000;2680,000;3423,000;1476,000;2506,000;2894,000;2773,000
1716,000;2457,000;3431,000;1507,000;2573,000;2876,000;2804,000
1689,000;2465,000;3423,000;1362,000;2578,000;2882,000;2816,000
1628,000;2239,000;3104,000;1083,000;2544,000;2960,000;2802,000
1413,000;1828,000;1835,000;0,000;2306,000;2869,000;2802,000
1348,000;1651,000;1655,000;0,000;2217,000;2864,000;2770,000
1499,000;2138,000;2768,000;316,000;2215,000;2876,000;2803,000
1620,000;2120,000;3301,000;1632,000;2364,000;2866,000;2803,000
1673,000;2426,000;3375,000;1380,000;2420,000;2864,000;2774,000
1716,000;2228,000;3455,000;1497,000;2379,000;2861,000;2811,000
1800,000;2287,000;3327,000;1435,000;2382,000;2873,000;2807,000
1740,000;2297,000;3359,000;1403,000;2411,000;2832,000;2790,000
1759,000;2313,000;3123,000;1342,000;2393,000;2865,000;2809,000
1456,000;1858,000;1912,000;594,000;2102,000;2816,000;2803,000
1561,000;1689,000;1664,000;0,000;2038,000;2823,000;2805,000
1561,000;1701,000;1613,000;0,000;1974,000;2874,000;2807,000
1535,000;1772,000;1667,000;0,000;1974,000;2858,000;2789,000
1556,000;1804,000;1683,000;0,000;1826,000;2851,000;2793,000
1542,000;1862,000;1729,000;0,000;2126,000;2861,000;2800,000
1560,000;2011,000;1832,000;297,000;1979,000;2896,000;2798,000
1668,000;2018,000;1846,000;594,000;1994,000;2869,000;2799,000
2030,000;1982,000;1880,000;297,000;2038,000;2864,000;2801,000
3239,000;1989,000;1948,000;371,000;2126,000;2870,000;2801,000
3393,000;2103,000;1999,000;594,000;2083,000;2855,000;2750,000
3064,000;2266,000;2002,000;594,000;2112,000;2868,000;2794,000
3283,000;2125,000;2063,000;594,000;2077,000;2864,000;2807,000
3274,000;2110,000;2017,000;817,000;2079,000;2851,000;2801,000
3212,000;2143,000;2022,000;706,000;2030,000;2834,000;3313,000
3281,000;2130,000;2041,000;594,000;2069,000;2874,000;3200,000
3242,000;2140,000;2020,000;706,000;2040,000;2854,000;2869,000
2477,000;2070,000;1989,000;297,000;2070,000;2915,000;2800,000
1250,000;2048,000;1967,000;316,000;2038,000;2864,000;2795,000
435,000;2035,000;1944,000;0,000;2034,000;2939,000;2803,000
136,000;2036,000;1970,000;594,000;2033,000;2869,000;2800,000
522,000;2038,000;1949,000;297,000;2001,000;2867,000;2794,000
755,000;2065,000;1903,000;371,000;2203,000;2866,000;2809,000
1311,000;2041,000;1956,000;446,000;2031,000;2919,000;3046,000
1759,000;1927,000;1977,000;427,000;2016,000;2864,000;2800,000
1712,000;2038,000;1973,000;446,000;1870,000;2875,000;2815,000
1617,000;2041,000;1999,000;446,000;2279,000;2827,000;2805,000
1621,000;2040,000;1521,000;446,000;2052,000;2877,000;2786,000
1687,000;2048,000;1989,000;520,000;2051,000;2891,000;2801,000
1586,000;2044,000;1983,000;409,000;2054,000;2864,000;2800,000
587,000;2029,000;1984,000;316,000;2038,000;2870,000;2768,000
1542,000;1893,000;2108,000;594,000;2048,000;2867,000;2802,000
1484,000;2045,000;1990,000;520,000;2043,000;2922,000;2992,000
1538,000;2065,000;1999,000;1040,000;2052,000;2864,000;2851,000
1541,000;2063,000;2019,000;594,000;2051,000;2832,000;2810,000
1522,000;2065,000;1999,000;594,000;2047,000;2896,000;2811,000
1235,000;2063,000;2002,000;594,000;2052,000;2864,000;2802,000
1109,000;2060,000;2000,000;594,000;2051,000;3121,000;2799,000
1126,000;2063,000;2016,000;371,000;2045,000;2889,000;2814,000
1136,000;2122,000;2022,000;371,000;2059,000;2860,000;2871,000
1129,000;2072,000;2020,000;446,000;2038,000;2887,000;2803,000
0,000;2066,000;1999,000;594,000;2058,000;2878,000;2799,000
0,000;2106,000;1999,000;520,000;2057,000;2870,000;2794,000
0,000;2067,000;1998,000;409,000;2023,000;2864,000;2816,000
0,000;2103,000;2008,000;594,000;2061,000;2907,000;2581,000
0,000;2138,000;2000,000;594,000;2070,000;2860,000;2806,000
0,000;2183,000;2015,000;631,000;2062,000;2870,000;2653,000
0,000;2189,000;2037,000;706,000;2102,000;3091,000;2793,000
0,000;2181,000;2037,000;743,000;2038,000;2913,000;2815,000
0,000;2184,000;2051,000;641,000;2005,000;2851,000;2803,000
0,000;2180,000;2059,000;631,000;1994,000;2839,000;2786,000
0,000;2178,000;2049,000;594,000;1970,000;2866,000;2807,000
0,000;2180,000;2033,000;594,000;1967,000;2858,000;2800,000
0,000;2173,000;2056,000;604,000;1980,000;2866,000;2755,000
0,000;2197,000;2031,000;669,000;1962,000;2864,000;3156,000
0,000;2154,000;2048,000;622,000;1949,000;2865,000;2802,000
0,000;2180,000;2081,000;706,000;1935,000;2864,000;2805,000
0,000;2164,000;1984,000;297,000;1856,000;2862,000;2805,000
0,000;2061,000;1874,000;74,000;1615,000;2871,000;2495,000
0,000;2148,000;1884,000;0,000;1607,000;2854,000;2703,000
696,000;2095,000;1911,000;297,000;1709,000;2864,000;2802,000
1367,000;2103,000;1993,000;594,000;1876,000;2870,000;2800,000
1427,000;2131,000;1967,000;604,000;1860,000;2863,000;2786,000
1376,000;2141,000;1997,000;520,000;1880,000;2855,000;2047,000
1499,000;2105,000;1946,000;594,000;1870,000;2865,000;2803,000
1787,000;2104,000;1970,000;464,000;1834,000;2874,000;2807,000
1882,000;2103,000;1954,000;594,000;1860,000;2866,000;2794,000
1852,000;2087,000;2013,000;297,000;1884,000;2837,000;2801,000
1690,000;2094,000;1952,000;594,000;1844,000;2854,000;2799,000
1620,000;2077,000;1714,000;297,000;1846,000;2863,000;2800,000
1528,000;2084,000;1915,000;1189,000;1838,000;2863,000;2808,000
1353,000;2234,000;1969,000;446,000;1814,000;2862,000;2807,000
1542,000;2084,000;1970,000;446,000;1851,000;2864,000;2801,000
2272,000;2086,000;1974,000;334,000;1838,000;2864,000;2795,000
2527,000;2077,000;1984,000;446,000;1835,000;2819,000;2047,000
2799,000;2082,000;1986,000;371,000;1841,000;2866,000;2800,000
3086,000;2099,000;1999,000;464,000;1845,000;2903,000;2790,000
3156,000;2142,000;2015,000;455,000;1856,000;2863,000;2788,000
3186,000;2121,000;2223,000;446,000;1771,000;2780,000;2804,000
2480,000;2178,000;1999,000;594,000;1849,000;2843,000;2771,000
1556,000;2146,000;2063,000;0,000;1852,000;2879,000;2804,000
1077,000;2134,000;2024,000;446,000;1817,000;2835,000;2795,000
1133,000;2142,000;2025,000;446,000;1842,000;2859,000;2800,000
1158,000;2174,000;2025,000;297,000;1839,000;2867,000;2801,000
1325,000;2145,000;2028,000;446,000;1848,000;2863,000;2800,000
1331,000;2148,000;2017,000;446,000;1830,000;2864,000;2800,000
1587,000;2083,000;2006,000;446,000;1851,000;2865,000;2800,000
1380,000;2142,000;2025,000;446,000;1748,000;2861,000;2794,000
1402,000;2148,000;2012,000;669,000;1834,000;2848,000;2793,000
1583,000;2106,000;2009,000;446,000;1863,000;2874,000;2848,000
2830,000;2140,000;2016,000;464,000;1845,000;2865,000;2874,000
3217,000;2143,000;2014,000;334,000;1846,000;2833,000;2803,000
3345,000;2255,000;2069,000;594,000;1885,000;2864,000;2797,000
3277,000;2247,000;2057,000;631,000;1905,000;2864,000;2813,000
3273,000;2265,000;2036,000;1560,000;1898,000;2864,000;2801,000
2535,000;2233,000;2133,000;446,000;1905,000;2878,000;2800,000
43,000;2190,000;2057,000;594,000;1901,000;2866,000;2778,000
795,000;2193,000;2048,000;669,000;1895,000;2851,000;2801,000
1325,000;2185,000;2042,000;594,000;1901,000;2864,000;2816,000
1391,000;2095,000;2048,000;111,000;1942,000;2706,000;2807,000
1478,000;2169,000;2175,000;0,000;1787,000;2864,000;2800,000
1524,000;2184,000;2069,000;594,000;1922,000;2863,000;2825,000
1539,000;2188,000;2052,000;594,000;1890,000;2864,000;2814,000
1534,000;2181,000;2049,000;599,000;1956,000;2871,000;2817,000
1591,000;2197,000;2052,000;446,000;1891,000;2865,000;2831,000
1565,000;2197,000;2052,000;297,000;1888,000;2864,000;2800,000
1533,000;2173,000;2031,000;743,000;1892,000;2865,000;2807,000
1542,000;2185,000;2048,000;594,000;1890,000;2902,000;2799,000
1505,000;2181,000;2030,000;446,000;1924,000;2869,000;2794,000
1410,000;2184,000;2048,000;594,000;1853,000;2866,000;2800,000
1003,000;2181,000;2015,000;0,000;1890,000;2865,000;2803,000
0,000;2181,000;2096,000;594,000;1891,000;2862,000;2800,000
0,000;2169,000;2032,000;334,000;1895,000;2867,000;2821,000
0,000;2194,000;2098,000;594,000;1898,000;2873,000;2801,000
1202,000;2181,000;2438,000;604,000;1883,000;2894,000;2787,000
1230,000;2200,000;1663,000;520,000;1890,000;2856,000;2807,000
1655,000;2188,000;2001,000;594,000;1905,000;2870,000;2800,000
1234,000;2220,000;2066,000;594,000;1908,000;2864,000;2807,000
936,000;2212,000;2033,000;483,000;1905,000;2865,000;2782,000
0,000;2180,000;1999,000;594,000;1905,000;2873,000;2864,000
0,000;2249,000;2064,000;371,000;1895,000;2864,000;2801,000
0,000;2207,000;2031,000;594,000;1899,000;2864,000;2813,000
0,000;2345,000;2028,000;483,000;1906,000;2864,000;2786,000
0,000;2023,000;2000,000;594,000;2041,000;2866,000;2804,000
0,000;2185,000;2020,000;446,000;1934,000;2864,000;2800,000
0,000;2158,000;2020,000;594,000;1899,000;2789,000;2789,000
0,000;2159,000;2027,000;594,000;1860,000;2861,000;2802,000
0,000;2181,000;2019,000;669,000;1905,000;2870,000;2807,000
0,000;2175,000;2016,000;0,000;1906,000;3115,000;2801,000
0,000;2184,000;2017,000;594,000;1895,000;2846,000;2759,000
0,000;2161,000;2012,000;594,000;2160,000;2865,000;2795,000
0,000;2201,000;2018,000;594,000;1905,000;2869,000;2826,000
0,000;2272,000;2095,000;594,000;1905,000;2864,000;2806,000
0,000;2279,000;2028,000;297,000;1923,000;2868,000;2801,000
1049,000;2188,000;2005,000;409,000;1890,000;2857,000;2814,000
1629,000;2136,000;1999,000;594,000;1883,000;2867,000;2823,000
1285,000;1300,000;1836,000;0,000;1851,000;2864,000;2800,000
984,000;1388,000;1730,000;0,000;1814,000;2905,000;2471,000
750,000;1533,000;1681,000;0,000;1739,000;2835,000;2801,000
587,000;1546,000;1570,000;0,000;1794,000;2863,000;2799,000
522,000;1530,000;1647,000;74,000;1787,000;2864,000;2752,000
391,000;1585,000;1636,000;0,000;1809,000;2862,000;3081,000
261,000;1547,000;1630,000;0,000;1660,000;2864,000;2799,000
0,000;1558,000;1615,000;74,000;1816,000;2866,000;2789,000
0,000;1573,000;1621,000;0,000;1883,000;2867,000;2790,000
0,000;1619,000;1586,000;0,000;1750,000;2879,000;2803,000
87,000;1578,000;1606,000;0,000;1806,000;2886,000;2805,000
0,000;1578,000;1600,000;1189,000;1806,000;2864,000;2803,000
1174,000;1585,000;1627,000;0,000;1814,000;2865,000;2827,000
0,000;1592,000;1606,000;0,000;1801,000;2855,000;2800,000
0,000;1583,000;1636,000;149,000;1806,000;2861,000;2802,000
0,000;1599,000;1636,000;0,000;1817,000;2867,000;2807,000
0,000;1588,000;1644,000;0,000;1839,000;2851,000;2788,000
0,000;1598,000;1650,000;0,000;1826,000;2864,000;2790,000
0,000;1595,000;1662,000;149,000;1714,000;2864,000;2797,000
0,000;1592,000;1658,000;0,000;2020,000;2896,000;2884,000
0,000;1606,000;1600,000;223,000;1820,000;2867,000;3207,000
0,000;1604,000;1662,000;0,000;1826,000;2878,000;2800,000
0,000;1588,000;1659,000;0,000;1827,000;3163,000;2816,000
0,000;1603,000;1656,000;37,000;1824,000;3057,000;2798,000
0,000;1663,000;1662,000;0,000;1820,000;3098,000;2807,000
0,000;1599,000;1661,000;0,000;1844,000;2917,000;2812,000
