BAÞ;ÝÞARET;ORTA;YÜZÜK;SERÇE;X;Y
1958,000;1395,000;2498,000;647,000;1463,000;2048,000;2048,000
1825,000;1607,000;2504,000;153,000;1381,000;2048,000;2048,000
2067,000;1590,000;2494,000;229,000;1336,000;1729,000;2048,000
1534,000;1337,000;2406,000;153,000;1325,000;2048,000;2048,000
1304,000;1632,000;2601,000;1,000;1293,000;2048,000;2048,000
1230,000;804,000;2651,000;1,000;1260,000;2048,000;2048,000
744,000;479,000;2720,000;305,000;1248,000;2048,000;2048,000
1280,000;529,000;2752,000;77,000;1255,000;2048,000;2048,000
1300,000;605,000;2768,000;153,000;1278,000;2048,000;2048,000
1227,000;678,000;2790,000;153,000;1247,000;1800,000;2048,000
1322,000;642,000;2776,000;115,000;1258,000;2048,000;2048,000
1256,000;539,000;2789,000;1,000;1109,000;2048,000;2048,000
1322,000;511,000;2806,000;153,000;1242,000;2048,000;2048,000
1233,000;99,000;2810,000;1,000;1198,000;2048,000;2048,000
1157,000;12,000;2831,000;77,000;1158,000;2048,000;2048,000
1178,000;140,000;2796,000;381,000;1125,000;2048,000;2048,000
1203,000;66,000;2673,000;486,000;1142,000;2048,000;2048,000
1178,000;148,000;2570,000;609,000;1167,000;2048,000;2048,000
1453,000;513,000;2529,000;1408,000;1428,000;2048,000;2048,000
1453,000;623,000;2604,000;381,000;1242,000;2048,000;2048,000
1230,000;922,000;2590,000;495,000;1488,000;2048,000;2048,000
1330,000;1321,000;2612,000;609,000;1471,000;2048,000;2048,000
1370,000;1436,000;2556,000;1,000;1524,000;2048,000;2048,000
1404,000;1550,000;2407,000;533,000;1553,000;2048,000;2048,000
1417,000;1373,000;2449,000;495,000;1656,000;2048,000;2048,000
1651,000;1525,000;2454,000;305,000;1543,000;2048,000;2048,000
777,000;1494,000;2418,000;381,000;1561,000;2048,000;2048,000
1933,000;1989,000;2412,000;457,000;1579,000;2048,000;2048,000
1850,000;2193,000;2449,000;457,000;1428,000;2048,000;2048,000
1951,000;2281,000;2497,000;609,000;1496,000;2048,000;2048,000
2510,000;2526,000;2449,000;457,000;1619,000;2048,000;2048,000
1817,000;2312,000;2417,000;381,000;1627,000;2048,000;2048,000
1666,000;2274,000;2385,000;1,000;1606,000;2048,000;2048,000
1761,000;2248,000;2410,000;305,000;1602,000;2048,000;2048,000
1783,000;2244,000;2383,000;609,000;1604,000;2048,000;2048,000
1893,000;2151,000;2228,000;609,000;1631,000;2048,000;2048,000
1541,000;2252,000;2365,000;305,000;1631,000;2048,000;2048,000
1457,000;2257,000;2356,000;305,000;1636,000;2048,000;2048,000
1406,000;2243,000;2369,000;609,000;1621,000;2048,000;2048,000
1454,000;2264,000;2354,000;609,000;1641,000;2048,000;2048,000
1500,000;2051,000;2364,000;305,000;1634,000;2048,000;2048,000
1489,000;2202,000;2391,000;229,000;1634,000;2048,000;2048,000
1593,000;2169,000;2366,000;305,000;1622,000;2048,000;2048,000
476,000;2145,000;2360,000;153,000;1631,000;2048,000;2048,000
1417,000;2157,000;2376,000;1,000;1263,000;2048,000;2048,000
1527,000;2251,000;2269,000;305,000;1631,000;2048,000;2048,000
1434,000;2180,000;2363,000;305,000;1642,000;2048,000;2048,000
1481,000;2188,000;2363,000;305,000;1616,000;2048,000;2048,000
1340,000;2195,000;2407,000;305,000;1607,000;2048,000;2048,000
1464,000;2188,000;2385,000;305,000;1581,000;2048,000;2048,000
0,000;0,000;0,000;0,000;0,000;0,000;0,000
0,000;0,000;0,000;0,000;0,000;0,000;0,000
